ID,Name,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Base_Stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,Type 1,Type 2,Classification_info,Forms,gen,Is_Legendary,Is_Mythical,Is_Ultra_Beast,number_immune,number_not_effective,number_normal,number_super_effective
772,Type-null,95,95,95,95,95,59,534,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,603,1.9,265.7,120.5,3,,30720,3,Battle Armor,Normal,,Synthetic,,7,0,0,0,1,0,16,1
773,Silvally,95,95,95,95,95,95,570,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,707,2.3,221.6,100.5,3,,30720,3,RKS System,Normal,,Synthetic,,7,1,0,0,1,0,16,1
774,Minior,60,60,100,60,100,60,440,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,100,0.3,88.2,40.0,30,,3200,30,Shields Down,Rock,Flying,Meteor,Meteor Form; Core Form,7,0,0,0,1,5,7,5
775,Komala,65,115,65,75,95,65,480,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,104,0.4,43.9,19.9,45,5.0,5120,45,Bad Dreams; Comatose; Dream Eater; Hex; Nightmare; Sleep Talk; Snore,Normal,,Drowsing,,7,0,0,0,1,0,16,1
776,Turtonator,60,78,135,91,85,36,485,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,607,2.0,467.4,212.0,70,5.0,5120,70,Shell Armor,Fire,Dragon,Blast Turtle,,7,0,0,0,0,5,10,3
777,Togedemaru,65,98,63,40,73,96,435,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,100,0.3,7.3,3.3,180,5.0,2560,180,Available; Iron Barbs; Lightning Rod; Sturdy,Electric,Steel,Roly-Poly,,7,0,0,0,1,11,3,3
778,Mimikyu,55,90,80,50,105,96,476,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,8,0.2,1.5,0.7,45,5.0,5120,45,Disguise,Ghost,Fairy,Disguise,,7,0,0,0,3,1,12,2
779,Bruxish,68,105,70,70,70,92,475,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,211,0.9,41.9,19.0,80,5.0,3840,80,Available; Dazzling; Strong Jaw; Wonder Skin,Water,Psychic,Gnash Teeth,,7,0,0,0,0,6,7,5
780,Drampa,78,60,85,135,91,36,485,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,910,3.0,407.8,185.0,70,5.0,5120,70,Available; Berserk; Cloud Nine; Sap Sipper,Normal,Dragon,Placid,,7,0,0,0,1,4,9,4
781,Dhelmise,70,131,100,86,90,40,517,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1210,3.9,463.0,210.0,25,,6400,25,Steelworker,Ghost,Grass,Sea Creeper,,7,0,0,0,2,4,7,5
782,Jangmo-o,45,55,65,45,45,45,300,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,200,0.6,65.5,29.7,45,5.0,10240,45,Available; Bulletproof; Overcoat; Soundproof,Dragon,,Scaly,,7,0,0,0,0,4,11,3
783,Hakamo-o,55,75,90,65,70,65,420,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,311,1.2,103.6,47.0,45,5.0,10240,45,Available; Bulletproof; Overcoat; Soundproof,Dragon,Fighting,Scaly,,7,0,0,0,0,7,6,5
784,Kommo-o,75,110,125,100,105,85,600,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,503,1.6,172.4,78.2,45,5.0,10240,45,Available; Bulletproof; Overcoat; Soundproof,Dragon,Fighting,Scaly,,7,0,0,0,0,7,6,5
785,Tapu-koko,70,115,85,95,75,130,570,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,511,1.8,45.2,20.5,3,,3840,3,Activates; Electric Surge; Electric Terrain; Not Available; Telepathy,Electric,Fairy,Land Spirit,,7,0,0,0,1,5,10,2
786,Tapu-lele,70,85,75,130,115,95,570,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,311,1.2,41.0,18.6,3,,3840,3,Activates; Not Available; Psychic Surge; Psychic Terrain; Telepathy,Psychic,Fairy,Land Spirit,,7,0,0,0,1,2,12,3
787,Tapu-bulu,70,130,115,85,95,75,570,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,603,1.9,100.3,45.5,3,,3840,3,Activates; Grassy Surge; Grassy Terrain; Not Available; Telepathy,Grass,Fairy,Land Spirit,,7,0,0,0,1,6,6,5
788,Tapu-fini,70,75,115,95,130,85,570,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,403,1.3,46.7,21.2,3,,3840,3,Activates; Misty Surge; Misty Terrain; Not Available; Telepathy,Water,Fairy,Land Spirit,,7,0,0,0,1,6,8,3
789,Cosmog,43,29,31,29,31,37,200,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,8,0.2,0.2,0.1,45,,30720,45,Unaware,Psychic,,Nebula,,7,1,0,0,0,2,13,3
790,Cosmoem,43,29,131,29,131,37,400,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4,0.1,2204.4,999.9,45,,30720,45,Sturdy,Psychic,,Protostar,,7,1,0,0,0,2,13,3
791,Solgaleo,137,137,107,113,89,97,680,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1102,3.4,507.1,230.0,45,,30720,45,Full Metal Body,Psychic,Steel,Sunne,,7,1,0,0,1,9,4,4
792,Lunala,137,113,89,137,107,97,680,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1301,4.0,264.6,120.0,45,,30720,45,Shadow Shield,Psychic,Ghost,Moone,,7,1,0,0,2,2,12,2
793,Nihilego,109,53,47,127,131,103,570,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,311,1.2,122.4,55.5,45,,30720,45,Beast Boost,Rock,Poison,Parasite,,7,0,0,1,0,6,8,4
794,Buzzwole,107,139,139,53,53,79,570,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,710,2.4,735.5,333.6,25,,30720,45,Beast Boost,Bug,Fighting,Swollen,,7,0,0,1,0,5,9,4
795,Pheromosa,71,137,37,137,37,151,570,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,511,1.8,55.1,25.0,255,,30720,45,Beast Boost,Bug,Fighting,Lissome,,7,0,0,1,0,5,9,4
796,Xurkitree,83,89,71,173,71,83,570,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1206,3.8,220.5,100.0,30,,30720,45,Beast Boost,Electric,,Glowing,,7,0,0,1,0,3,14,1
797,Celesteela,97,101,103,107,101,61,570,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,3002,9.2,2204.4,999.9,45,,30720,25,Beast Boost,Steel,Flying,Launch,,7,0,0,1,2,8,6,2
798,Kartana,59,181,131,59,31,109,570,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,100,0.3,0.2,0.1,255,,30720,45,Beast Boost,Grass,Steel,Drawn Sword,,7,0,0,1,1,9,6,2
799,Guzzlord,223,101,53,97,53,43,570,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,1801,5.5,1957.7,888.0,15,,30720,45,Beast Boost,Dark,Dragon,Junkivore,,7,0,0,1,1,6,6,5
800,Necrozma,97,107,101,127,89,79,600,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,94,2.4,507.1,230.0,3,,30720,255,Prism Armor,Psychic,,Necrozma is Genderless,Dusk Mane Necrozma; Dawn Wings Necrozma; Ultra Necrozma,7,1,0,0,0,2,13,3
801,Magearna,80,95,115,130,115,65,600,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,303,1.0,177.5,80.5,3,,30720,3,Soul Heart,Steel,Fairy,Artificial,,7,0,1,0,2,9,5,2
802,Marshadow,90,125,80,90,90,125,600,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0,204,0.7,48.9,22.2,3,,30720,3,Technician,Fighting,Ghost,Gloomdweller,,7,0,1,0,2,3,9,4
803,Poipole,67,73,67,73,67,73,420,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,200,0.6,4.0,1.8,3,,30720,45,Beast Boost,Poison,,Poison Pin,,7,0,0,1,0,5,11,2
804,Naganadel,73,73,73,127,73,121,540,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1110,3.6,330.7,150.0,45,,30720,3,Beast Boost,Poison,Dragon,Poison Pin,,7,0,0,1,0,7,7,4
805,Stakataka,61,131,211,53,101,13,570,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1801,5.5,1807.8,820.0,30,,30720,3,Beast Boost,Rock,Steel,Rampart,,7,0,0,1,1,8,6,3
806,Blacephalon,53,127,53,151,79,107,570,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,511,1.8,28.7,13.0,30,,30720,3,Beast Boost,Fire,Ghost,Fireworks,,7,0,0,1,2,7,4,5
807,Zeraora,88,112,75,102,80,143,600,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,411,1.5,98.1,44.5,3,,30720,3,Volt Absorb,Electric,,Thunderclap,,7,0,1,0,0,3,14,1
808,Meltan,46,65,65,55,35,34,300,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,8,0.2,17.6,8.0,3,,30720,3,Magnet Pull,Steel,,Hex Nut,,7,0,1,0,1,10,4,3
809,Melmetal,135,143,143,80,65,34,600,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,802,2.5,1763.7,800.0,3,,30720,3,Iron Fist,Steel,,Hex Nut,,7,0,1,0,1,10,4,3
810,Grookey,50,65,50,40,40,65,310,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100,0.3,11.0,5.0,45,8.8,2560,45,Activates; Grassy Surge; Grassy Terrain; Overgrow,Grass,,Chimp,,8,0,0,0,0,4,9,5
811,Thwackey,70,85,70,55,60,80,420,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,204,0.7,30.9,14.0,45,8.8,2560,45,Activates; Grassy Surge; Grassy Terrain; Overgrow,Grass,,Beat,,8,0,0,0,0,4,9,5
812,Rillaboom,100,125,90,60,70,85,530,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,611,2.1,198.4,90.0,45,8.8,2560,45,Activates; Grassy Surge; Grassy Terrain; Overgrow,Grass,,Drummer,,8,0,0,0,0,4,9,5
813,Scorbunny,50,71,40,40,40,69,310,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,100,0.3,9.9,4.5,45,8.8,2560,45,Blaze; Libero,Fire,,Rabbit,,8,0,0,0,0,6,9,3
814,Raboot,65,86,60,55,60,94,420,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,200,0.6,19.8,9.0,45,8.8,2560,45,Blaze; Libero,Fire,,Rabbit,,8,0,0,0,0,6,9,3
815,Cinderace,80,116,75,65,75,119,530,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,407,1.4,72.8,33.0,45,8.8,2560,45,Blaze; Libero,Fire,,Striker,,8,0,0,0,0,6,9,3
816,Sobble,50,40,40,70,40,70,310,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,0.3,8.8,4.0,45,8.8,2560,45,Sniper; Torrent,Water,,Water Lizard,,8,0,0,0,0,4,12,2
817,Drizzile,65,60,55,95,55,90,420,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,204,0.7,25.4,11.5,45,8.8,2560,45,Sniper; Torrent,Water,,Water Lizard,,8,0,0,0,0,4,12,2
818,Inteleon,70,85,65,125,65,120,530,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,603,1.9,99.6,45.2,45,8.8,2560,45,Sniper; Torrent,Water,,Secret Agent,,8,0,0,0,0,4,12,2
819,Skwovet,70,55,55,35,35,25,275,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,100,0.3,5.5,2.5,255,5.0,2560,255,Cheek Pouch; Gluttony,Normal,,Cheeky,,8,0,0,0,1,0,16,1
820,Greedent,120,95,95,55,75,20,460,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200,0.6,13.2,6.0,90,5.0,2560,90,Cheek Pouch; Gluttony,Normal,,Greedy,,8,0,0,0,1,0,16,1
821,Rookidee,38,47,35,33,35,57,245,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,8,0.2,4.0,1.8,255,5.0,1920,255,Big Pecks; Keen Eye; Unnerve,Flying,,Tiny Bird,,8,0,0,0,1,3,11,3
822,Corvisquire,68,67,55,43,55,77,365,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,207,0.8,35.3,16.0,120,5.0,1920,120,Big Pecks; Keen Eye; Unnerve,Flying,,Raven,,8,0,0,0,1,3,11,3
823,Corviknight,98,87,105,53,85,67,495,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,703,2.2,165.3,75.0,45,5.0,1920,45,Mirror Armor; Pressure; Unnerve,Flying,Steel,Raven,,8,0,0,0,2,8,6,2
824,Blipbug,25,20,20,25,45,45,180,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,104,0.4,17.6,8.0,255,50.2,1920,255,Compoundeyes; Swarm; Telepathy,Bug,,Larva,,8,0,0,0,0,3,12,3
825,Dottler,50,35,80,50,90,30,335,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,104,0.4,43.0,19.5,120,50.2,1920,120,Compoundeyes; Swarm; Telepathy,Bug,Psychic,Radome,,8,0,0,0,0,4,8,6
826,Orbeetle,60,45,110,80,120,90,505,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,104,0.4,89.9,40.8,45,50.2,1920,45,Frisk; Swarm; Telepathy,Bug,Psychic,Seven Spot,,8,0,0,0,0,4,8,6
827,Nickit,40,28,28,47,52,50,245,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,200,0.6,19.6,8.9,255,50.2,1920,255,Run Away; Stakeout; Unburden,Dark,,Fox,,8,0,0,0,1,2,12,3
828,Thievul,70,58,58,87,92,90,455,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,311,1.2,43.9,19.9,127,50.2,1920,127,Run Away; Stakeout; Unburden,Dark,,Fox,,8,0,0,0,1,2,12,3
829,Gossifleur,40,40,60,40,60,10,250,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,104,0.4,4.9,2.2,190,50.2,2560,190,Cotton Down; Effect Spore; Regenerator,Grass,,Flowering,,8,0,0,0,0,4,9,5
830,Eldegoss,60,50,90,80,120,60,460,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,108,0.5,5.5,2.5,75,50.2,2560,75,Cotton Down; Effect Spore; Regenerator,Grass,,Cotton Bloom,,8,0,0,0,0,4,9,5
831,Wooloo,42,40,55,40,45,48,270,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200,0.6,13.2,6.0,255,50.2,1920,255,Bulletproof; Fluffy; Run Away,Normal,,Sheep,,8,0,0,0,1,0,16,1
832,Dubwool,72,80,100,60,90,88,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,403,1.3,94.8,43.0,127,50.2,1920,127,Bulletproof; Fluffy; Steadfast,Normal,,Sheep,,8,0,0,0,1,0,16,1
833,Chewtle,50,64,50,38,38,44,284,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,0.3,18.7,8.5,255,50.2,2560,255,Shell Armor; Strong Jaw; Swift Swim,Water,,Snapping,,8,0,0,0,0,4,12,2
834,Drednaw,90,115,90,48,68,74,485,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,303,1.0,254.6,115.5,75,50.2,2560,75,Shell Armor; Strong Jaw; Swift Swim,Water,Rock,Bite,,8,0,0,0,0,5,9,4
835,Yamper,59,45,50,40,50,26,270,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,0.3,29.8,13.5,255,50.2,2560,255,Ball Fetch; Rattled,Electric,,Puppy,,8,0,0,0,0,3,14,1
836,Boltund,69,90,60,90,60,121,490,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,303,1.0,75.0,34.0,45,50.2,2560,45,Competitive; Strong Jaw,Electric,,Dog,,8,0,0,0,0,3,14,1
837,Rolycoly,30,40,50,40,50,30,240,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,100,0.3,26.5,12.0,255,50.2,1920,255,Flash Fire; Heatproof; Steam Engine,Rock,,Coal,,8,0,0,0,0,4,9,5
838,Carkol,80,60,90,60,70,50,410,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,307,1.1,172.0,78.0,120,50.2,1920,120,Flame Body; Flash Fire; Steam Engine,Rock,Fire,Coal,,8,0,0,0,0,7,7,4
839,Coalossal,110,80,120,80,90,30,510,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,902,2.8,684.5,310.5,45,50.2,1920,45,Flame Body; Flash Fire; Steam Engine,Rock,Fire,Coal,,8,0,0,0,0,7,7,4
840,Applin,40,40,80,40,40,20,260,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,8,0.2,1.1,0.5,255,50.2,2560,255,Bulletproof; Gluttony; Ripen,Grass,Dragon,Apple Core,,8,0,0,0,0,4,8,6
841,Flapple,70,110,80,95,60,70,485,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100,0.3,2.2,1.0,45,50.2,2560,45,Gluttony; Hustle; Ripen,Grass,Dragon,Apple Wing,,8,0,0,0,0,4,8,6
842,Appletun,110,85,80,100,80,30,485,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,104,0.4,28.7,13.0,45,50.2,2560,45,Gluttony; Ripen; Thick Fat,Grass,Dragon,Apple Nectar,,8,0,0,0,0,4,8,6
843,Silicobra,52,57,75,35,50,46,315,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,703,2.2,16.8,7.6,255,50.2,2560,255,Sand Spit; Sand Veil; Shed Skin,Ground,,Sand Snake,,8,0,0,0,1,2,12,3
844,Sandaconda,72,107,125,65,70,71,510,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1206,3.8,144.4,65.5,120,50.2,2560,120,Sand Spit; Sand Veil; Shed Skin,Ground,,Sand Snake,,8,0,0,0,1,2,12,3
845,Cramorant,70,85,55,85,95,85,475,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,207,0.8,39.7,18.0,45,50.2,2560,45,Gulp Missile,Flying,Water,Gulp,,8,0,0,0,1,5,10,2
846,Arrokuda,41,63,40,40,30,66,280,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,108,0.5,2.2,1.0,255,50.2,2560,255,Propeller Tail; Swift Swim,Water,,Rush,,8,0,0,0,0,4,12,2
847,Barraskewda,61,123,60,60,50,136,490,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,403,1.3,66.1,30.0,60,50.2,2560,60,Propeller Tail; Swift Swim,Water,,Skewer,,8,0,0,0,0,4,12,2
848,Toxel,40,38,35,54,35,40,242,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,0.4,24.3,11.0,75,50.2,3200,75,Klutz; Rattled; Static,Electric,Poison,Baby,,8,0,0,0,0,8,8,2
849,Toxtricity,75,98,70,114,70,75,502,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,503,1.6,88.2,40.0,45,50.2,3200,45,Hidden; Low Key Form; Low Key Form Abilities; Minus; Plus; Punk Rock; Technician,Electric,Poison,Punk,Amped Form; Low Key Form,8,0,0,0,0,8,8,2
850,Sizzlipede,50,65,45,50,50,45,305,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,204,0.7,2.2,1.0,190,50.2,2560,190,Flame Body; Flash Fire; White Smoke,Fire,Bug,Radiator,,8,0,0,0,0,6,9,3
851,Centiskorch,100,115,65,90,90,65,525,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,910,3.0,264.6,120.0,75,50.2,2560,75,Flame Body; Flash Fire; White Smoke,Fire,Bug,Radiator,,8,0,0,0,0,6,9,3
852,Clobbopus,50,68,60,50,50,32,310,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,200,0.6,8.8,4.0,180,50.2,3200,180,Limber; Technician,Fighting,,Tantrum,,8,0,0,0,0,3,12,3
853,Grapploct,80,118,90,70,80,42,480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,503,1.6,86.0,39.0,45,50.2,3200,45,Limber; Technician,Fighting,,Jujitsu,,8,0,0,0,0,3,12,3
854,Sinistea,40,45,45,74,54,50,308,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,4,0.1,0.4,0.2,120,,2560,120,Cursed Body; Weak Armor,Ghost,,Black Tea,,8,0,0,0,2,2,12,2
